longName,address,city,region,postalCode,lat,lng
Sierra Vista,2200 El Mercado Loop,Sierra Vista,AZ,85635,31.52957,-110.25926
Tucson,575 E Wetmore Rd,Tucson,AZ,85705,32.28834,-110.96308
SW Tucson,5311 S Calle Santa Cruz,Tucson,AZ,85706,32.15526,-110.98933
East Tucson,6025 E Broadway Blvd,Tucson,AZ,85711,32.22218,-110.86361
Oro Valley,11855 N Oracle Rd,Oro Valley,AZ,85737,32.42154,-110.93829
Flagstaff,5005 E Marketplace Dr,Flagstaff,AZ,86004,35.22235,-111.57356
Prescott,3085 Gateway Blvd,Prescott,AZ,86303,34.55029,-112.41232
West Albuquerque,3741 Ellison Road NW,Albuquerque,NM,87114,35.20694,-106.65593
Albuquerque,55 Hotel Cir NE,Albuquerque,NM,87123,35.08233,-106.5271
BBT046FJNM,1 Giant Crossing,Jamestown,NM,87347,,
Farmington,3520 E Main St,Farmington,NM,87402,36.7508,-108.1617
Santa Fe,3533 Zafarano Dr,Santa Fe,NM,87507,35.63974,-106.01038
Las Cruces,2280 E Lohman Ave,Las Cruces,NM,88001,32.31122,-106.7512
Henderson,611 Marks St,Henderson,NV,89014,36.06455,-115.0381
Tropicana Laughlin Resort and Casino,2121 S Casino Dr,Laughlin,NV,89029,35.157772064208984,-114.57742309570312
The Orleans Hotel & Casino,4500 W Tropicana Ave,Las Vegas,NV,89103,36.100973,-115.194525
Rio Casino,3700 West Flamingo Rd,Las Vegas,NV,89103,36.11598461866379,-115.18634229898453
Las Vegas II,2050 N Rainbow Blvd,Las Vegas,NV,89108,36.19649,-115.23838
Planet Hollywood Miracle Mile,Planet Hollywood Miracle Mile,Las Vegas,NV,89109,36.1360969543457,-115.157470703125
SW Las Vegas,6950 Arroyo Crossing Pkwy,Las Vegas,NV,89113,36.06438,-115.24353
Maryland Parkway,3820 S Maryland Pkwy,Las Vegas,NV,89119,36.11976,-115.13571
Luxor Retail Bridge,3900 Las Vegas Blvd S,Las Vegas,NV,89119,36.095770820975304,-115.17451979219913
Centennial,6455 N Decatur Blvd,Las Vegas,NV,89131,36.27685,-115.20905
Las Vegas,10950 W Charleston Blvd,Las Vegas,NV,89135,36.15971,-115.33564
V1BBR00003,9090 Alta Dr,Las Vegas,NV,89145,,
East Sparks,1315 Scheels Dr,Sparks,NV,89434,39.52947,-119.71974
Spanish Springs,155 Los Altos Pkwy,Sparks,NV,89436,39.5798,-119.74172
Reno,5575 S Virginia St,Reno,NV,89502,39.47462,-119.78983
Reno/Tahoe Airport (RNO) Gate B1,Reno-Tahoe Intl,Reno,NV,89502,39.50653076171875,-119.77591705322266
Reno/Tahoe Airport (RNO) Gate C5,Reno Airport Terminal C Gate 5,Reno,NV,89502,39.4948844909668,-119.74688720703125
Carson Valley,911 Topsy Ln,Carson City,NV,89705,39.10721,-119.77569
Hollywood and Highland,6801 Hollywood Blvd,Hollywood,CA,90028,34.102020263671875,-118.3404312133789
West Hollywood,1015 N La Brea Ave,West Hollywood,CA,90038,34.08913,-118.34447
Atwater Village,2909 Los Feliz Blvd,Los Angeles,CA,90039,34.12777,-118.2653
BBA009LAX4,Los Angeles Intl Airport,Los Angeles,CA,90045,33.94559860229492,-118.39230346679688
Los Angeles Airport (LAX) Terminal 7,Los Angeles Intl Airport,Los Angeles,CA,90045,33.94559860229492,-118.39230346679688
Los Angeles Airport (LAX) Terminal 4 Gate 45,Los Angeles Intl Airport,Los Angeles,CA,90045,33.94559860229492,-118.39230346679688
BBA055LAX3,Los Angeles Intl Airport,Los Angeles,CA,90045,33.94559860229492,-118.39230346679688
Los Angeles Airport (LAX) Terminal 4 Gate 41,Los Angeles Intl Airport,Los Angeles,CA,90045,33.94559860229492,-118.39230346679688
Los Angeles Airport (LAX) Terminal 8 Gate 81,1 World Way,Los Angeles,CA,90045,33.944102,-118.397594
Los Angeles Airport (LAX)Terminal 5 Gate 50B,1 World Way,Los Angeles,CA,90045,33.944102,-118.397594
Los Angeles Airport (LAX) American Eagle Terminal,1 World Way,Los Angeles,CA,90045,33.94410006701946,-118.39759558439255
COMPTON SALE EVENT,1701 N CENTRAL AVE,LOS ANGELES,CA,90059,,
West LA,11301 W Pico Blvd,Los Angeles,CA,90064,34.03557,-118.43963
Compton,230 Towne Center Dr,Compton,CA,90220,33.87703,-118.21987
Culver City Westfield,6000 Sepulveda Blvd,Culver City,CA,90230,33.98495,-118.39438
Culver City,10799 Washington Blvd,Culver City,CA,90232,34.01612,-118.40704
Downey,12118 Lakewood Blvd,Downey,CA,90242,33.92553,-118.12922
Plaza El Segundo,740 S Pacific Coast Hwy,El Segundo,CA,90245,33.90639,-118.39398
Hawthorne,5000 W 147th St,Hawthorne,CA,90250,33.89746,-118.36549
Torrance,3675 Pacific Coast Hwy,Torrance,CA,90505,33.80557,-118.34977
PAC TORRANCE,24120 Garnier St,Torrance,CA,90505,33.80676,-118.33671
Montebello,2415 Via Campo,Montebello,CA,90640,34.03184,-118.1217
Cerritos,12989 Park Plaza Dr,Cerritos,CA,90703,33.86913,-118.05612
PAC CERRITOS,12731 Towne Center Dr,Cerritos,CA,90703,33.87165,-118.06013
Lakewood,5101 Clark Ave,Lakewood,CA,90712,33.85148,-118.13431
Signal Hill,2701 Cherry Ave,Signal Hill,CA,90755,33.80672,-118.16818
Long Beach Airport (LGB) Gates 7/8,4100 Donald Douglas Dr,Long Beach,CA,90808,33.81873,-118.139311
Duarte,1470 Mountain Ave,Duarte,CA,91010,34.13641,-117.98447
PAC PASADENA,440 S Lake Ave,Pasadena,CA,91101,34.13835,-118.13192
Pasadena,3415 E Foothill Blvd,Pasadena,CA,91107,34.15116,-118.08023
Woodland Hills,21601 Victory Blvd,Canoga Park,CA,91303,34.18907,-118.60068
PAC CHATSWORTH,9330 N Winnetka Ave,Chatsworth,CA,91311,34.24022,-118.5705
PAC THOUSAND OAKS,2000 Anchor Ct,Thousand Oaks,CA,91320,34.1949,-118.92239
Northridge,19350 Nordhoff Way,Northridge,CA,91324,34.23372,-118.55599
Porter Ranch,19929 Rinaldi St,Northridge,CA,91326,34.27746,-118.56891
Pacoima,13510 Paxton St,Pacoima,CA,91331,34.27203,-118.42396
Santa Clarita,26531 Bouquet Canyon Rd,Santa Clarita,CA,91350,34.4288,-118.538
PAC VALENCIA,29011 the Old Rd,Valencia,CA,91355,34.44469,-118.61062
Thousand Oaks,390 N Moorpark Rd,Thousand Oaks,CA,91360,34.18242,-118.87414
PAC WOODLAND HILLS,6100 Variel Ave,Woodland Hills,CA,91367,34.18114,-118.59214
Sherman Oaks,4500 Van Nuys Blvd,Sherman Oaks,CA,91403,34.15328,-118.44822
Burbank,1501 N Victory Pl,Burbank,CA,91502,34.18841,-118.32765
PAC BURBANK,530 N Victory Blvd,Burbank,CA,91502,34.1794,-118.31861
Chino,3873 Grand Ave,Chino,CA,91710,33.99653,-117.72016
Rancho Cucamonga,12260 Foothill Blvd,Rancho Cucamonga,CA,91739,34.10778,-117.53806
Glendora,1307 E Gladstone St,Glendora,CA,91740,34.115,-117.83695
City of Industry,17545 Gale Ave,City of Industry,CA,91748,33.99749,-117.92264
Eastvale,12281 Limonite Ave,Eastvale,CA,91752,33.97835,-117.54988
Montclair,8960 Central Ave,Montclair,CA,91763,34.09145,-117.69193
LOS ANGELES SALE EVENT,2104 E Jay St,Ontario,CA,91764,,
PAC ONTARIO,5250 Ontario Mills Pkwy,Ontario,CA,91764,34.06822,-117.53781
PAC SAN DIMAS,511 W Arrow Hwy,San Dimas,CA,91773,34.10417,-117.81638
West Covina,1800 Plaza Dr,West Covina,CA,91790,34.07122,-117.93084
Chula Vista,59 N Broadway,Chula Vista,CA,91910,32.65137,-117.09551
Otay Ranch,2015 Birch Rd,Chula Vista,CA,91915,32.62193,-116.96385
PAC CARLSBAD,6100 Paseo Del Norte,Carlsbad,CA,92011,33.12047,-117.31857
El Cajon,149 Fletcher Pkwy,El Cajon,CA,92020,32.80619,-116.9631
Encinitas,1046 N El Camino Real,Encinitas,CA,92024,33.0665,-117.26636
PAC ESCONDIDO,1138 W Valley Pkwy,Escondido,CA,92025,33.11716,-117.09881
La Jolla,8657 Villa La Jolla Dr,La Jolla,CA,92037,32.86613,-117.23171
Oceanside,2110 Vista Way,Oceanside,CA,92054,33.18211,-117.34586
Santee,9680 Mission Gorge Rd,Santee,CA,92071,32.83972,-116.98615
San Marcos,567 Grand Ave,San Marcos,CA,92078,33.13621,-117.17438
San Diego Airport (SAN) Terminal 2 Gate 49,3707 N Harbor Dr,San Diego,CA,92101,32.7295046299696,-117.19622075557709
San Diego Airport (SAN) Terminal 2 Gates 20,3707 N Harbor Dr,San Diego,CA,92101,32.7295046299696,-117.19622075557709
San Diego Airport (SAN)Terminal 1 Gate 12/13,3665 N Harbor Dr,San Diego,CA,92101,32.72950731217861,-117.195935100317
San Diego Airport (SAN) Terminal 1 Gate 10,3665 N Harbor Dr,San Diego,CA,92101,32.72950731217861,-117.195935100317
Mission Valley,5151 Mission Center Rd,San Diego,CA,92108,32.76957,-117.15275
PAC MISSION VALLEY,920 Morena Blvd,San Diego,CA,92110,32.76605,-117.19917
PAC LA JOLLA,7069 Consolidated Way,San Diego,CA,92121,32.87792,-117.16322
San Diego,9540 Mira Mesa Blvd,San Diego,CA,92126,32.9178,-117.11933
Carmel Mountain,11160 Rancho Carmel Dr,San Diego,CA,92128,32.97975,-117.08412
Beaumont,1650 2nd St,Beaumont,CA,92223,33.92531,-116.94784
El Centro,2901 S Dogwood,El Centro,CA,92243,32.76996,-115.53436
La Quinta,79220 Hwy 111,La Quinta,CA,92253,33.70916,-116.2824
Palm Desert,72369 Hwy 111,Palm Desert,CA,92260,33.72677,-116.40462
PAC RANCHO MIRAGE,34295 Monterey Ave,Rancho Mirage,CA,92270,33.79895,-116.39142
Apple Valley,18811 Bear Valley Rd,Apple Valley,CA,92308,34.46971,-117.25111
Victorville,12133 Mall Blvd,Victorville,CA,92392,34.47152,-117.35109
San Bernardino,888 Harriman Pl,San Bernardino,CA,92408,34.06682,-117.26701
Riverside,3900 Tyler St,Riverside,CA,92503,33.91397,-117.46509
Moreno Valley,2852 Canyon Springs Pkwy,Riverside,CA,92507,33.94123,-117.27974
MORENO VALLEY OUTLET,27220 Eucalyptus,Moreno Valley,CA,92555,33.938248,-117.186092
Murrieta,25080 Madison Ave,Murrieta,CA,92562,33.55811,-117.19904
Menifee,30178 Haun Rd,Menifee,CA,92584,33.68248,-117.17245
PAC TEMECULA,40480 Winchester Rd,Temecula,CA,92591,33.52861,-117.15303
Temecula,32937 US Hwy 79,Temecula,CA,92592,33.48408,-117.08102
PAC IRVINE,2592 White Rd,Irvine,CA,92614,33.67963,-117.8438
Irvine Lake Forest,16171 Lake Forest Dr,Irvine,CA,92618,33.6305,-117.72491
Costa Mesa,901 S Coast Dr,Costa Mesa,CA,92626,33.68853,-117.89294
PAC HUNTINGTON BEACH,15272 Bolsa Chica Rd,Huntington Beach,CA,92649,33.74071,-118.04122
PAC SAN JUAN CAPISTRANO,32501 Calle Perfecto,San Juan Capistrano,CA,92675,33.48796,-117.66604
Westminster Mall,500 Westminster Mall Rd,Westminster,CA,92683,33.75056,-118.0145
Mission Viejo,25422 El Paseo,Mission Viejo,CA,92691,33.59102,-117.67273
Tustin,2982 El Camino Real,Tustin,CA,92782,33.72112,-117.79515
Anaheim Gardenwalk,321 W KATELLA AVE,ANAHEIM,CA,92802,33.805735,-117.911495
PAC BREA,2750 Saturn St,Brea,CA,92821,33.90802,-117.86054
Anaheim,123 Orangefair Mall,Fullerton,CA,92832,33.85811,-117.92326
Fullerton,120 E Imperial Hwy,Fullerton,CA,92835,33.91623,-117.93178
East Orange,2375 N Tustin St,Orange,CA,92865,33.82801,-117.83397
Orange,3741 W Chapman Ave,Orange,CA,92868,33.79053,-117.8923
PAC CORONA,1385 Pico St,Corona,CA,92881,33.85893,-117.53743
Corona,2430 Tuscany St,Corona,CA,92881,33.82326,-117.51825
Yorba Linda,23000 Savi Ranch Pkwy,Yorba Linda,CA,92887,33.87387,-117.73653
Oxnard,2300 N Rose Ave,Oxnard,CA,93036,34.22368,-119.15731
Simi Valley,1173 Simi Town Center W,Simi Valley,CA,93065,34.2857,-118.77777
Goleta,7090 Market Place Dr,Goleta,CA,93117,34.42952,-119.87551
Visalia,4145 S Mooney Blvd,Visalia,CA,93277,36.29333,-119.31677
BBT045FJCA,17047 Zachary Ave,Bakersfield,CA,93308,,
Bakersfield,8300 Rosedale Hwy,Bakersfield,CA,93312,35.38609,-119.09449
San Luis Obispo,255 Madonna Rd,San Luis Obispo,CA,93405,35.26179,-120.67419
Santa Maria,2326 S Bradley Rd,Santa Maria,CA,93455,34.9176,-120.41902
Palmdale,39330 10th St W,Palmdale,CA,93551,34.59753,-118.14507
Clovis,655 W Herndon Ave,Clovis,CA,93612,36.84002,-119.72627
Fresno,7550 N Blackstone Ave,Fresno,CA,93720,36.84606,-119.78634
Salinas,390 Northridge Mall,Salinas,CA,93906,36.71387,-121.66104
Marina,101 General Stillwell Dr,Marina,CA,93933,36.66582,-121.81369
Colma,200 Colma Blvd,Colma,CA,94014,37.67639,-122.46474
El Camino Real,715 E El Camino Real,Mountain View,CA,94040,37.37554168701172,-122.06324005126953
Mountain View,2460 E Charleston Rd,Mountain View,CA,94043,37.42341,-122.09709
San Bruno,1250 El Camino Real,San Bruno,CA,94066,37.63924,-122.42035
San Carlos,1127 Industrial Rd,San Carlos,CA,94070,37.5023,-122.2441
San Francisco Airport (SFO) Terminal 2 Gate 59,275 S Airport Blvd,South San Francisco,CA,94080,37.646909,-122.405496
San Francisco Airport (SFO) Terminal 2 Gate 51A,275 S Airport Blvd,South San Francisco,CA,94080,37.646909,-122.405496
San Francisco (13th and Harrison St.),1717 Harrison St,San Francisco,CA,94103,37.76845,-122.41286
BBT051SFT1,200 FOLSOM ST,SAN FRANCISCO,CA,94105,37.789343,-122.392474
BBT052SFT2,200 FOLSOM ST,SAN FRANCISCO,CA,94105,37.789343,-122.392474
San Francisco Airport (SFO) International Terminal A Connector,S McDonnell Rd and S Link Rd,San Francisco,CA,94128,37.61351019144058,-122.39295981824398
San Francisco Airport (SFO) International Terminal G Connector,S McDonnell Rd and S Link Rd,San Francisco,CA,94128,37.61351019144058,-122.39295981824398
San Francisco Airport (SFO)  Terminal 3 Gate 69,S McDonnell Rd and S Link Rd,San Francisco,CA,94128,37.626794,-122.400681
BBA118SFOI,S MCDONNELL AND S LINK RD,SAN FRANCISCO,CA,94128,,
Pleasant Hill,3260 Buskirk Ave,Pleasant Hill,CA,94523,37.93521,-122.05922
Slatten Ranch,5839 Lone Tree Way,Antioch,CA,94531,37.964141,-121.736129
Fairfield,1547 Gateway Blvd,Fairfield,CA,94533,38.26033,-122.0561
Pinole,1490 Fitzgerald Rd,Pinole,CA,94564,37.99031,-122.30608
Dublin,4820 Dublin Blvd,Dublin,CA,94568,37.70378,-121.88248
Union City,31350 Courthouse Dr,Union City,CA,94587,37.60097,-122.06425
Vallejo,1182 Admiral Callaghan Ln,Vallejo,CA,94591,38.13445,-122.21502
Emeryville,3700 Mandela Pkwy,Oakland,CA,94608,37.82737,-122.28677
Metropolitan Oakland Airport (OAK) Terminal 1 Gate 5-7,Oakland International,Oakland,CA,94621,37.739909,-122.203782
Oakland Airport (OAK) Terminal 2,9 Airport Dr,Oakland,CA,94621,37.716661244630814,-122.20870412886143
San Rafael,700 Du Bois St,San Rafael,CA,94901,37.96713,-122.52033
SAN RAFAEL OUTLET,1801 4th St,San Rafael,CA,94901,37.97386,-122.53847
Gilroy,7011 Camino Arroyo,Gilroy,CA,95020,37.00486,-121.5517
Milpitas,63 Ranch Ave,Milpitas,CA,95035,37.42792,-121.92312
Soquel,2650 41st Ave,Soquel,CA,95073,36.98536,-121.96319
Blossom Hill,5065 Almaden Expy,San Jose,CA,95118,37.25625,-121.87728
San Jose,181 Curtner Ave,San Jose,CA,95125,37.30129,-121.86671
Santana Row,3090 Stevens Creek Blvd,San Jose,CA,95128,37.32292,-121.9496
Stockton,5400 Pacific Ave,Stockton,CA,95207,37.99966,-121.31401
SAN FRAN SALE EVENT,2300 Chabot Ct,Tracy,CA,95304,,
Tracy,2550 Naglee Rd,Tracy,CA,95304,37.75649,-121.45985
Merced,1764 W Olive Ave,Merced,CA,95348,37.31729,-120.49835
Modesto,3900 Sisk Rd,Modesto,CA,95356,37.69499,-121.06459
Riverbank,2339 Claribel Rd,Riverbank,CA,95367,37.71356,-120.95597
Santa Rosa,1950 Santa Rosa Ave,Santa Rosa,CA,95407,38.41941,-122.70947
Auburn,1760 Grass Valley Hwy,Auburn,CA,95603,38.92903,-121.08617
Citrus Heights,6110 Birdcage Centre Ln,Citrus Heights,CA,95610,38.67561,-121.27533
Folsom,2445 Iron Point Rd,Folsom,CA,95630,38.64407,-121.12036
Roseville,1236 Galleria Blvd,Roseville,CA,95678,38.7739,-121.26114
Vacaville,1621 E Monte Vista Ave,Vacaville,CA,95688,38.3675,-121.9653
Elk Grove,9131 W Stockton Blvd,Elk Grove,CA,95758,38.42589,-121.39805
Woodland,2165 Bronze Star Dr,Woodland,CA,95776,38.67261,-121.72613
Arden Fair,1901 Arden Way,Sacramento,CA,95815,38.59877,-121.4214
Natomas,3690 N Freeway Blvd,Sacramento,CA,95834,38.63771,-121.49574
Sacramento Airport (SMF) Gate B17/19,6850 Airport Blvd,Sacramento,CA,95837,38.692817,-121.591677
Chico,2005 Forest Ave,Chico,CA,95928,39.72676,-121.80002
Redding,1010 Hilltop Dr,Redding,CA,96003,40.59259,-122.35969
Aiea,98-051 Kamehameha Hwy,Aiea,HI,96701,21.38454,-157.9499
Westin Ka'anapali Ocean - Building 6,6 KAI ALA DR,LAHAINA,HI,96761,20.938409,-156.691721
Hyatt Waikiki beach,2424 KALAKAUA AVE,HONOLULU,HI,96815,21.276067,-157.82509
Honolulu,478 Alakawa St,Honolulu,HI,96817,21.31822,-157.87445
Honolulu Airport (HNL) Gate 12,300 Rodgers Blvd,Honolulu,HI,96819,21.335633620619774,-157.91864924132824
Honolulu Airport (HNL)Gate 22,300 Rodgers Blvd,Honolulu,HI,96819,21.335633620619774,-157.91864924132824
Honolulu Airport (HNL) Gate 24,300 Rodgers Blvd,Honolulu,HI,96819,21.335633620619774,-157.91864924132824
Honolulu AirportHNL Gate 55,300 Rodgers Blvd,Honolulu,HI,96819,21.335633620619774,-157.91864924132824
Honolulu Airport (HNL) Gate 26,300 Rodgers Blvd,Honolulu,HI,96819,21.332564,-157.919781
Honolulu Airport (HNL) Interisland Terminal,300 Rodgers Blvd,Honolulu,HI,96819,21.332563,-157.919785
Beaverton,3055 SW Cedar Hills Blvd,Beaverton,OR,97005,45.4975,-122.81051
Tanasbourne,18085 NW Evergreen Pkwy,Hillsboro,OR,97006,45.53881,-122.86276
Gresham,1148 NW Norman Ave,Gresham,OR,97030,45.50547,-122.43746
Tualatin,7041 SW Nyberg St,Tualatin,OR,97062,45.38541,-122.74931
Clackamas,9630 SE 82nd Ave,Portland,OR,97086,45.45332,-122.5769
Jantzen Beach,2055 N Tomahawk Island Dr,Portland,OR,97217,45.61493,-122.68615
Cascade Station,9739 NE Cascades Pkwy,Portland,OR,97220,45.5752,-122.5616
Salem,3801 Center St NE,Salem,OR,97301,44.94037,-122.98943
Springfield,3300 Gateway St,Springfield,OR,97477,44.08147,-123.04516
Medford,2370 Poplar Dr,Medford,OR,97504,42.35343,-122.86826
Bend,63455 N Highway 97,Bend,OR,97701,44.10269,-121.30092
Federal Way,31601 Pacific Hwy S,Federal Way,WA,98003,47.31826,-122.3153
Bellevue,457 120th Ave NE,Bellevue,WA,98005,47.614,-122.18238
Issaquah,6000 E Lake Sammamish Pkwy SE,Issaquah,WA,98029,47.54936,-122.0413
LYNNWOOD OUTLET CENTER,19800 44TH AVE W,LYNNWOOD,WA,98036,47.81897,-122.29496
Lynnwood,19225 Alderwood Mall Pkwy,Lynnwood,WA,98036,47.82335,-122.26959
Northgate,330 NE Northgate Way,Seattle,WA,98125,47.70915,-122.32492
Tukwila,17364 Southcenter Pkwy,Tukwila,WA,98188,47.44764,-122.26
Everett,1130 SE Everett Mall Way,Everett,WA,98208,47.90992,-122.21731
Bellingham,4281 Meridian St,Bellingham,WA,98226,48.79632,-122.48931
BLI Gate C Holdroom,4255 Mitchell Way,Bellingham,WA,98226,48.789283,-122.534385
Burlington,1851 Marketplace Dr,Burlington,WA,98233,48.45072,-122.33978
Marysville,16924 Twin Lakes Ave,Marysville,WA,98271,48.15018,-122.1925
Puyallup,4102 S Meridian,Puyallup,WA,98373,47.15187,-122.29508
Silverdale,9551 Ridgetop Blvd NW,Silverdale,WA,98383,47.65515,-122.68004
SEATTLE SALE EVENT,20209 34th Ave E,Spanaway,WA,98387,47.071474,-122.52623
Tacoma,2214 S 48th St,Tacoma,WA,98409,47.2135,-122.46604
Olympia Capital Mall,625 Black Lake Blvd SW,Olympia,WA,98502,47.04248,-122.93396
Lacey,1240 Marvin Rd NE,Lacey,WA,98516,47.05791,-122.7621
Yakima,2321 S 1st St,Yakima,WA,98903,46.56846,-120.48378
Spokane East,15223 E Indiana Ave,Spokane,WA,99216,47.67261,-117.20061
Spokane North,9970 N Newport Hwy,Spokane,WA,99218,47.74905,-117.39824
Kennewick,6809 W Canal Dr,Kennewick,WA,99336,46.22485,-119.21224
Ted Stevens Anchorage Airport (ANC) Gate C3,5000 West Intl Airport Rd,Anchorage,AK,99502,61.173493042588234,-149.97614286839962
Ted Stevens Anchorage Airport (ANC)Gate B1,Anchorage Airport Concourse C,Anchorage,AK,99502,61.176658630371094,-149.96063232421875
North Anchorage,1200 N Muldoon Rd,Anchorage,AK,99504,61.2256,-149.74642
Anchorage,800 E Dimond Blvd,Anchorage,AK,99515,61.1433,-149.86588
